"","","2018-19 (2)"
"Wales ","",153.218333
"Wales ","Betsi Cadwaladr University Health Board (1)",30.916667
"","Powys Teaching Health Board (1)","."
"","Hywel Dda University Health Board ",26.2525
"","Aneurin Bevan University Health Board ",23.049167
"","Cardiff and Vale University Health Board ",53
"","Abertawe Bro Morgannwg University Health Board ",8.041667
"","Cwm Taf University Health Board ",11.958333
"","Velindre NHS Trust ","."


