"","","2018-19 (2)"
"Wales ","",10563.716665
"Wales ","Betsi Cadwaladr University Health Board (1)",2220.710833
"","Powys Teaching Health Board (1)",214.083333
"","Hywel Dda University Health Board ",1208.010834
"","Aneurin Bevan University Health Board ",1773.142496
"","Cardiff and Vale University Health Board ",1746.97417
"","Abertawe Bro Morgannwg University Health Board ",2150.108331
"","Cwm Taf University Health Board ",1210.686668
"","Velindre NHS Trust ",40


