LocID,Year,Trajectory,e0
658,2018,1,80.16
658,2023,1,80.9403048815601
658,2028,1,82.2957566679476
658,2033,1,82.7784896143799
658,2038,1,83.2341574033547
658,2043,1,82.913065608137
658,2048,1,83.6719510095501
658,2053,1,83.941771432971
658,2058,1,83.7729935470129
658,2063,1,84.9438709673653
658,2068,1,85.5417330086791
658,2073,1,84.48406735551
658,2078,1,85.6418138817115
658,2083,1,86.5296337850679
658,2088,1,87.4538744064924
658,2093,1,89.1476920003784
658,2098,1,90.259888774216
658,2018,2,80.16
658,2023,2,80.8933646213629
658,2028,2,81.8336688125999
658,2033,2,82.5402078932531
658,2038,2,83.7255192701434
658,2043,2,84.9680638935774
658,2048,2,85.2051279104982
658,2053,2,86.3050384021164
658,2058,2,87.8004439746194
658,2063,2,87.8934813098954
658,2068,2,87.8596922775144
658,2073,2,88.369073815551
658,2078,2,89.1047084657444
658,2083,2,89.8802808184209
658,2088,2,90.457979762567
658,2093,2,90.694402287006
658,2098,2,91.8191177442407
658,2018,3,80.16
658,2023,3,81.3687882811468
658,2028,3,82.7687194103896
658,2033,3,83.5892605313857
658,2038,3,84.028679164941
658,2043,3,85.2052964206776
658,2048,3,86.2657943704922
658,2053,3,86.8732375323825
658,2058,3,88.1218264670132
658,2063,3,89.3388011655017
658,2068,3,90.5225216817985
658,2073,3,90.1046586423454
658,2078,3,90.0207164842074
658,2083,3,90.8454328673658
658,2088,3,91.5903323668946
658,2093,3,93.1474407161522
658,2098,3,93.7458595874225
658,2018,4,80.16
658,2023,4,81.7072370526141
658,2028,4,82.4448684214938
658,2033,4,83.1890219715699
658,2038,4,82.4847945188078
658,2043,4,84.2315872370861
658,2048,4,85.2142577862558
658,2053,4,86.1057191238896
658,2058,4,86.6611112810666
658,2063,4,86.949150391769
658,2068,4,88.0042803784777
658,2073,4,88.5096135500241
658,2078,4,88.9090495393271
658,2083,4,89.9540785727248
658,2088,4,91.4361380115066
658,2093,4,90.0073277286422
658,2098,4,90.3525841466487
658,2018,5,80.16
658,2023,5,81.2392156392197
658,2028,5,82.5378467582496
658,2033,5,82.9020986159579
658,2038,5,84.7318759387315
658,2043,5,85.7477247548383
658,2048,5,86.1310855756418
658,2053,5,87.1521147049577
658,2058,5,88.1441860908042
658,2063,5,89.7294838544297
658,2068,5,90.4385786786567
658,2073,5,90.7123696859201
658,2078,5,91.6187730099593
658,2083,5,91.7407129873705
658,2088,5,92.6755804645958
658,2093,5,94.0316559340227
658,2098,5,95.0574225041193
658,2018,6,80.16
658,2023,6,79.6491973160379
658,2028,6,81.335940155373
658,2033,6,79.3438564683056
658,2038,6,79.8080917728644
658,2043,6,80.5762962573356
658,2048,6,80.9122373171356
658,2053,6,80.9037472830319
658,2058,6,81.8275718729622
658,2063,6,82.8506691802389
658,2068,6,83.3390738655519
658,2073,6,83.2699835762027
658,2078,6,83.7015209324196
658,2083,6,83.8117143787568
658,2088,6,83.6952573520824
658,2093,6,84.113427050864
658,2098,6,84.6894970422118
658,2018,7,80.16
658,2023,7,80.7549202902822
658,2028,7,81.5702146719004
658,2033,7,82.7690695913846
658,2038,7,82.8911207518218
658,2043,7,83.4248617167875
658,2048,7,83.2526962409871
658,2053,7,83.4427067259049
658,2058,7,83.4846386806251
658,2063,7,84.5733342580345
658,2068,7,85.2050254763137
658,2073,7,86.4715400964889
658,2078,7,86.4462283326051
658,2083,7,87.290552922565
658,2088,7,87.8788114847854
658,2093,7,88.0263742798503
658,2098,7,88.8640469963459
658,2018,8,80.16
658,2023,8,82.1461654439878
658,2028,8,82.1839599001082
658,2033,8,82.9618989280002
658,2038,8,83.0523406069047
658,2043,8,83.6715333217483
658,2048,8,84.2141740545384
658,2053,8,84.59596337373
658,2058,8,85.848412904003
658,2063,8,86.2996163063221
658,2068,8,87.1725596129446
658,2073,8,87.6159477192414
658,2078,8,88.7956906306107
658,2083,8,89.5117833537951
658,2088,8,90.5371145241077
658,2093,8,89.9562896234422
658,2098,8,90.059194710861
658,2018,9,80.16
658,2023,9,80.62385865262
658,2028,9,81.0540922197763
658,2033,9,82.4650802997624
658,2038,9,83.6461369385805
658,2043,9,84.1429357579497
658,2048,9,84.3851471187829
658,2053,9,85.2196954177044
658,2058,9,85.8853348983122
658,2063,9,86.481658350174
658,2068,9,87.1135212740986
658,2073,9,87.1387428274555
658,2078,9,87.2824084830298
658,2083,9,88.4971136004633
658,2088,9,88.4417597149758
658,2093,9,89.5017172097923
658,2098,9,89.907774671553
658,2018,10,80.16
658,2023,10,81.262923484044
658,2028,10,82.135114404321
658,2033,10,83.1910071118587
658,2038,10,83.6331137533668
658,2043,10,84.3758690378268
658,2048,10,85.2791514071085
658,2053,10,85.9986530951219
658,2058,10,87.5509982336713
658,2063,10,88.6184748701762
658,2068,10,88.6561695652652
658,2073,10,89.0348687113283
658,2078,10,90.4917684737404
658,2083,10,91.4612986721475
658,2088,10,92.1028413455863
658,2093,10,92.0863689958263
658,2098,10,92.8112589630936
658,2018,11,80.16
658,2023,11,81.5890965067177
658,2028,11,82.2822220147094
658,2033,11,83.2133408939385
658,2038,11,83.5412226028129
658,2043,11,83.2005651345842
658,2048,11,83.4070980999347
658,2053,11,83.249461424896
658,2058,11,84.5186225473606
658,2063,11,85.6961020059479
658,2068,11,86.8374095173037
658,2073,11,87.9125132437901
658,2078,11,89.2193601357034
658,2083,11,89.6736739163578
658,2088,11,90.1382326782021
658,2093,11,89.5646898155763
658,2098,11,90.574501001769
658,2018,12,80.16
658,2023,12,82.785966336966
658,2028,12,84.5329284782877
658,2033,12,86.2787360524804
658,2038,12,87.7007549040847
658,2043,12,88.4348338723373
658,2048,12,88.0561861001498
658,2053,12,88.1313309051375
658,2058,12,88.7476249438386
658,2063,12,89.9379172821454
658,2068,12,90.4796424047367
658,2073,12,89.1823751104023
658,2078,12,89.5090928488798
658,2083,12,89.7098090062937
658,2088,12,89.9963349703898
658,2093,12,89.5658796590573
658,2098,12,90.2328144824852
658,2018,13,80.16
658,2023,13,80.8169936132582
658,2028,13,80.9814683196555
658,2033,13,81.6361362508133
658,2038,13,82.0910381345649
658,2043,13,83.936167509926
658,2048,13,85.7177368813975
658,2053,13,85.4516756829361
658,2058,13,85.7331646661583
658,2063,13,86.1728050981636
658,2068,13,86.577410897627
658,2073,13,86.8686770231928
658,2078,13,87.2949049265234
658,2083,13,88.1832561751256
658,2088,13,87.8721829433479
658,2093,13,88.2528189252349
658,2098,13,89.2253006222144
658,2018,14,80.16
658,2023,14,80.7396024659802
658,2028,14,81.2160545944833
658,2033,14,81.7477854719466
658,2038,14,83.1928043712514
658,2043,14,83.0692331796615
658,2048,14,83.7336257675794
658,2053,14,84.516972770045
658,2058,14,85.393118845242
658,2063,14,86.1907808385495
658,2068,14,87.3975247525179
658,2073,14,89.1313928772485
658,2078,14,88.9359660150751
658,2083,14,88.3108942049384
658,2088,14,89.3363628198155
658,2093,14,89.2817854492128
658,2098,14,90.2606862121346
658,2018,15,80.16
658,2023,15,82.0308739944568
658,2028,15,83.1895416387153
658,2033,15,83.5442752378865
658,2038,15,83.083760943702
658,2043,15,84.3871869833813
658,2048,15,85.8086527197061
658,2053,15,85.3370755902569
658,2058,15,85.873452071644
658,2063,15,87.2496677821755
658,2068,15,87.694656735321
658,2073,15,88.7505466423544
658,2078,15,88.8146945610248
658,2083,15,89.4616951330852
658,2088,15,90.4780177398694
658,2093,15,90.4611253815039
658,2098,15,91.850849461518
658,2018,16,80.16
658,2023,16,81.3913083955974
658,2028,16,82.8071734208766
658,2033,16,83.988749496816
658,2038,16,85.76015740695
658,2043,16,85.9088189680322
658,2048,16,86.1305015743677
658,2053,16,85.9009469426411
658,2058,16,87.2279406838357
658,2063,16,88.7084264476852
658,2068,16,89.319284657875
658,2073,16,90.9125562401112
658,2078,16,90.6340181753069
658,2083,16,90.8728309268811
658,2088,16,92.3019175012889
658,2093,16,92.4946932598145
658,2098,16,92.5645063994825
658,2018,17,80.16
658,2023,17,82.0822594352738
658,2028,17,83.150576901801
658,2033,17,84.1157553780989
658,2038,17,85.2917747599936
658,2043,17,85.3143118392561
658,2048,17,85.5236888975077
658,2053,17,86.8878939409028
658,2058,17,87.0775612933438
658,2063,17,88.5892417307451
658,2068,17,88.2649033542487
658,2073,17,88.0208880147746
658,2078,17,88.4660813897796
658,2083,17,88.1050002966877
658,2088,17,89.3530832473119
658,2093,17,89.7692651224304
658,2098,17,89.6342478266466
658,2018,18,80.16
658,2023,18,80.9780868451973
658,2028,18,82.7262148265567
658,2033,18,83.2479046537489
658,2038,18,83.5482424613688
658,2043,18,83.437721799801
658,2048,18,84.177891671029
658,2053,18,83.2876474550505
658,2058,18,83.0975398492609
658,2063,18,84.1355638799797
658,2068,18,84.5996804995092
658,2073,18,85.1157810371167
658,2078,18,85.6130121125141
658,2083,18,86.6330258317219
658,2088,18,87.4729845323136
658,2093,18,87.0803396228227
658,2098,18,86.8998220780534
658,2018,19,80.16
658,2023,19,81.0355288015771
658,2028,19,81.4164502955888
658,2033,19,82.9115301959798
