age,country,pop,lethality_rate,dead,total_pop,dead_prop
90+,Honduras,17.497,0.216,1.5117408,9904.608,1.526300485592161e-4
90+,Hungary,59.317,0.216,5.1249888,9660.35,5.305179211933315e-4
90+,Iceland,2.354,0.216,0.20338560000000003,341.25,5.960017582417583e-4
90+,India,1264.121,0.216,109.22005440000001,1380004.385,7.914471547132078e-5
90+,Indonesia,193.801,0.216,16.7444064,273523.621,6.121740542474027e-5
90+,Iran (Islamic Republic of),65.264,0.216,5.6388096,83992.953,6.713431780401864e-5
90+,Iraq,13.360999999999999,0.216,1.1543904,40222.503,2.8700113466335004e-5
90+,Ireland,24.394000000000002,0.216,2.1076416000000004,4937.796,4.268385328190959e-4
90+,Israel,52.922000000000004,0.216,4.572460800000001,8655.541,5.282697869491926e-4
90+,Italy,828.895,0.216,71.616528,60461.828,0.001184491610144503
90+,Jamaica,9.031,0.216,0.7802784000000001,2961.161,2.635042133811705e-4
90+,Japan,2381.984,0.216,205.8034176,126476.458,0.0016272073147399495
90+,Jordan,4.213,0.216,0.3640032,10203.14,3.567560574489814e-5
90+,Kazakhstan,26.077,0.216,2.2530528000000003,18776.707,1.1999190273353046e-4
90+,Kenya,6.16,0.216,0.532224,53771.3,9.897919522124256e-6
90+,Kiribati,0.07,0.216,0.006048,119.446,5.063375918825244e-5
90+,Kuwait,0.15899999999999997,0.216,0.013737599999999997,4270.563,3.216812396866642e-6
90+,Kyrgyzstan,5.388,0.216,0.4655232,6524.191,7.135339845200732e-5
90+,Lao People's Democratic Republic,2.648,0.216,0.22878720000000002,7275.556,3.144600907477037e-5
90+,Latvia,22.84,0.216,1.9733760000000002,1886.202,0.0010462166830487935
90+,Lebanon,9.763,0.216,0.8435232,6825.442,1.235851392481249e-4
90+,Lesotho,1.19,0.216,0.10281599999999999,2142.252,4.7994353605458175e-5
90+,Liberia,0.7040000000000001,0.216,0.0608256,5057.677000000001,1.2026390771889939e-5
90+,Libya,4.026,0.216,0.3478464,6871.287,5.0623180198993286e-5
90+,Lithuania,32.602,0.216,2.8168127999999997,2722.291,0.0010347214166303307
90+,Luxembourg,4.24,0.216,0.36633600000000005,625.976,5.85223714647207e-4
90+,Madagascar,9.366,0.216,0.8092224,27691.019,2.9223279937802215e-5
90+,Malawi,2.306,0.216,0.1992384,19129.955,1.0414995748813837e-5
90+,Malaysia,39.428000000000004,0.216,3.4065792000000004,32365.998,1.0525178923881787e-4
90+,Maldives,0.426,0.216,0.036806399999999996,540.542,6.809165615252837e-5
90+,Mali,1.936,0.216,0.16727039999999999,20250.834,8.259926480064969e-6
90+,Malta,3.28,0.216,0.28339200000000003,441.539,6.41827788711756e-4
90+,Martinique,4.712000000000001,0.216,0.40711680000000006,375.265,0.0010848781527720414
90+,Mauritania,1.184,0.216,0.1022976,4649.66,2.2001092553003877e-5
90+,Mauritius,3.8240000000000003,0.216,0.33039360000000007,1271.767,2.597909837257926e-4
90+,Mayotte,0.37,0.216,0.031967999999999996,272.813,1.1717916668193964e-4
90+,Mexico,369.531,0.216,31.9274784,128932.753,2.476289201705016e-4
90+,Micronesia (Fed. States of),0.02,0.216,0.001728,115.021,1.50233435633493e-5
90+,Mongolia,1.775,0.216,0.15336,3278.292,4.6780457628545596e-5
90+,Montenegro,1.916,0.216,0.16554239999999998,628.062,2.6357652588438716e-4
90+,Morocco,21.426,0.216,1.8512064,36910.558,5.015384487007756e-5
90+,Mozambique,3.985,0.216,0.344304,31255.435,1.1015812129954358e-5
90+,Myanmar,28.000999999999998,0.216,2.4192864,54409.794,4.446417128504474e-5
90+,Namibia,0.926,0.216,0.08000640000000002,2540.9159999999997,3.1487227440812696e-5
90+,Nepal,14.949,0.216,1.2915936000000001,29136.808,4.4328589459765124e-5
90+,Netherlands,136.694,0.216,11.8103616,17134.873,6.892587765313464e-4
90+,New Caledonia,0.45799999999999996,0.216,0.0395712,285.491,1.3860752177826972e-4
90+,New Zealand,34.343,0.216,2.9672352,4822.233,6.15323896626314e-4
90+,Nicaragua,11.423,0.216,0.9869472,6624.554,1.4898319192507148e-4
90+,Niger,1.789,0.216,0.1545696,24206.636,6.385422575858951e-6
90+,Nigeria,9.84,0.216,0.8501759999999999,206139.587,4.1242733255306265e-6
90+,North Macedonia,3.6020000000000003,0.216,0.31121280000000007,2083.38,1.4937879791492674e-4
90+,Norway,44.652,0.216,3.8579328000000004,5421.242,7.116326480168198e-4
90+,Oman,3.448,0.216,0.2979072,5106.622,5.833742932216247e-5
90+,Pakistan,96.863,0.216,8.368963200000001,220892.331,3.788706996803796e-5
90+,Panama,17.968,0.216,1.5524352000000001,4314.768,3.5979575263374536e-4
90+,Papua New Guinea,1.331,0.216,0.1149984,8947.027,1.2853252817947235e-5
90+,Paraguay,12.222999999999999,0.216,1.0560672,7132.53,1.4806347817674794e-4
90+,Peru,72.382,0.216,6.253804800000001,32971.846,1.89671054511173e-4
90+,Philippines,92.849,0.216,8.022153600000001,109581.085,7.320746641630717e-5
90+,Poland,301.22999999999996,0.216,26.026272,37846.604999999996,6.876778511573232e-4
90+,Portugal,106.06,0.216,9.163584000000002,10196.707,8.986807211386972e-4
90+,Puerto Rico,31.884,0.216,2.7547776,2860.84,9.629261335831434e-4
90+,Qatar,0.747,0.216,0.0645408,2881.06,2.240175490965131e-5
90+,Republic of Korea,232.152,0.216,20.0579328,51269.183000000005,3.91227860994001e-4
90+,Republic of Moldova,9.832,0.216,0.8494848,4033.963,2.1058319077294461e-4
90+,Reunion,4.668,0.216,0.40331520000000004,895.308,4.5047648407028646e-4
90+,Romania,111.72,0.216,9.652608,19237.682,5.017552530497178e-4
90+,Russian Federation,779.9879999999999,0.216,67.3909632,145934.46,4.617892388130946e-4
90+,Rwanda,1.986,0.216,0.1715904,12952.209,1.3247964111758851e-5
90+,Saint Lucia,0.77,0.216,0.066528,183.62900000000002,3.6229571581830757e-4
90+,Saint Vincent and the Grenadines,0.266,0.216,0.0229824,110.947,2.0714755694160275e-4
90+,Samoa,0.134,0.216,0.011577600000000002,198.41,5.835189758580718e-5
90+,Sao Tome and Principe,0.098,0.216,0.008467200000000001,219.161,3.8634611085001445e-5
90+,Saudi Arabia,18.323,0.216,1.5831072,34813.867,4.547346607603229e-5
90+,Senegal,2.471,0.216,0.2134944,16743.93,1.2750554977236526e-5
90+,Serbia,31.043999999999997,0.216,2.6822016,8737.37,3.069804300378718e-4
90+,Seychelles,0.239,0.216,0.0206496,98.34,2.099816961561928e-4
90+,Sierra Leone,1.641,0.216,0.14178240000000003,7976.985000000001,1.777393338460584e-5
90+,Singapore,21.905,0.216,1.892592,5850.343,3.235010323326342e-4
90+,Slovakia,22.526,0.216,1.9462464000000002,5459.643,3.5647869283760865e-4
90+,Slovenia,17.631999999999998,0.216,1.5234047999999998,2078.9320000000002,7.327824094294569e-4
90+,Solomon Islands,0.319,0.216,0.027561600000000002,686.878,4.012590299878581e-5
90+,Somalia,3.425,0.216,0.29592,15893.219000000001,1.861926145987166e-5
90+,South Africa,19.419999999999998,0.216,1.677888,59308.69,2.8290761438163615e-5
90+,South Sudan,3.118,0.216,0.2693952,11193.729,2.4066618014425757e-5
90+,Spain,596.388,0.216,51.527923200000004,46754.783,0.001102088810892353
90+,Sri Lanka,45.089999999999996,0.216,3.8957759999999997,21413.25,1.819329620678785e-4
90+,State of Palestine,1.402,0.216,0.12113279999999998,5101.416,2.3744936699928016e-5
90+,Sudan,18.287,0.216,1.5799968,43849.269,3.603245472575609e-5
90+,Suriname,0.9600000000000001,0.216,0.08294400000000002,586.634,1.413896910168862e-4
90+,Sweden,100.582,0.216,8.690284799999999,10099.27,8.604864311975022e-4
90+,Switzerland,85.617,0.216,7.3973088,8654.618,8.547238942261808e-4
90+,Syrian Arab Republic,13.485,0.216,1.165104,17500.657,6.657487201766197e-5
90+,Tajikistan,3.758,0.216,0.3246912,9537.642,3.4043131415500815e-5
90+,Thailand,286.63,0.216,24.764832,69799.978,3.547971318844828e-4
90+,Timor-Leste,0.452,0.216,0.039052800000000006,1318.442,2.9620415611759944e-5
90+,Togo,0.661,0.216,0.057110400000000006,8278.737000000001,6.898443566935391e-6
90+,Tonga,0.102,0.216,0.0088128,105.697,8.337795774714515e-5
90+,Trinidad and Tobago,3.505,0.216,0.30283200000000005,1399.491,2.1638724364786915e-4
90+,Tunisia,19.662,0.216,1.6987968,11818.618,1.437390395391407e-4
90+,Turkey,144.072,0.216,12.4478208,84339.067,1.4759258363624062e-4
90+,Turkmenistan,5.359,0.216,0.46301760000000003,6031.187,7.67705594271907e-5
90+,Uganda,3.597,0.216,0.3107808,45741,6.794359546140225e-6
90+,Ukraine,217.49599999999998,0.216,18.791654400000002,43733.759,4.296830373076324e-4
90+,United Arab Emirates,1.259,0.216,0.10877759999999999,9890.4,1.0998301383159427e-5
90+,United Kingdom,636.494,0.216,54.993081600000004,67886.004,8.100798155684639e-4
90+,United Republic of Tanzania,5.342,0.216,0.4615488,59734.212999999996,7.726707640728438e-6
90+,United States of America,2774.876,0.216,239.74928640000005,331002.647,7.243122934905112e-4
90+,United States Virgin Islands,0.466,0.216,0.040262400000000004,104.423,3.855702287810157e-4
90+,Uruguay,36.184000000000005,0.216,3.1262976000000005,3473.727,8.999836774737913e-4
90+,Uzbekistan,27.840999999999998,0.216,2.4054624,33469.199,7.187092825257036e-5
90+,Vanuatu,0.048,0.216,0.0041472,307.15,1.3502197623311088e-5
90+,Venezuela (Bolivarian Republic of),66.829,0.216,5.7740256,28435.943,2.0305377599047798e-4
90+,Viet Nam,396.7,0.216,34.27488,97338.583,3.521201865040505e-4
90+,Western Sahara,0.138,0.216,0.011923200000000002,597.33,1.9960825674250415e-5
90+,Yemen,6.978,0.216,0.6028992,29825.968,2.021390219422216e-5
90+,Zambia,1.929,0.216,0.16666560000000002,18383.956000000002,9.065818042645446e-6
90+,Zimbabwe,3.313,0.216,0.28624320000000003,14862.927,1.9258871418799273e-5
